Date,Currency,Exchange
07-10-15,CAD,1.2706
07-10-15,AUD,1.3388
07-10-15,EUR,0.8941
07-10-15,GBP,0.6444
07-11-15,USD,1
07-11-15,CAD,1.2706
07-11-15,AUD,1.3388
07-11-15,EUR,0.8941
07-11-15,GBP,0.6444
07-12-15,USD,1
07-12-15,CAD,1.2706
07-12-15,AUD,1.3388
07-12-15,EUR,0.8941
07-12-15,GBP,0.6444
7/13/2015,USD,1
7/13/2015,CAD,1.2721
7/13/2015,AUD,1.3462
7/13/2015,EUR,0.9051
7/13/2015,GBP,0.6439
7/14/2015,USD,1
7/14/2015,CAD,1.276
7/14/2015,AUD,1.3442
7/14/2015,EUR,0.9065
7/14/2015,GBP,0.6422
7/15/2015,USD,1
7/15/2015,CAD,1.2744
7/15/2015,AUD,1.3401
7/15/2015,EUR,0.9083
7/15/2015,GBP,0.6399
7/16/2015,USD,1
7/16/2015,CAD,1.2947
7/16/2015,AUD,1.3539
7/16/2015,EUR,0.9202
7/16/2015,GBP,0.6424
7/17/2015,USD,1
7/17/2015,CAD,1.2978
7/17/2015,AUD,1.3511
7/17/2015,EUR,0.9184
7/17/2015,GBP,0.6413
7/18/2015,USD,1
7/18/2015,CAD,1.2978
7/18/2015,AUD,1.3511
7/18/2015,EUR,0.9184
7/18/2015,GBP,0.6413
7/19/2015,USD,1
7/19/2015,CAD,1.2978
7/19/2015,AUD,1.3511
7/19/2015,EUR,0.9184
7/19/2015,GBP,0.6413
7/20/2015,USD,1
7/20/2015,CAD,1.2985
7/20/2015,AUD,1.3549
7/20/2015,EUR,0.9215
7/20/2015,GBP,0.6424
7/21/2015,USD,1
7/21/2015,CAD,1.2992
7/21/2015,AUD,1.357
7/21/2015,EUR,0.9202
7/21/2015,GBP,0.643
7/22/2015,USD,1
7/22/2015,CAD,1.2995
7/22/2015,AUD,1.3543
7/22/2015,EUR,0.9173
7/22/2015,GBP,0.6404
7/23/2015,USD,1
7/23/2015,CAD,1.2975
7/23/2015,AUD,1.3496
7/23/2015,EUR,0.9092
7/23/2015,GBP,0.6404
7/24/2015,USD,1
7/24/2015,CAD,1.3091
7/24/2015,AUD,1.3765
7/24/2015,EUR,0.9142
7/24/2015,GBP,0.6462
7/25/2015,USD,1
7/25/2015,CAD,1.3091
7/25/2015,AUD,1.3765
7/25/2015,EUR,0.9142
7/25/2015,GBP,0.6462
7/26/2015,USD,1
7/26/2015,CAD,1.3091
7/26/2015,AUD,1.3765
7/26/2015,EUR,0.9142
7/26/2015,GBP,0.6462
7/27/2015,USD,1
7/27/2015,CAD,1.303
7/27/2015,AUD,1.3731
7/27/2015,EUR,0.9043
7/27/2015,GBP,0.6445
7/28/2015,USD,1
7/28/2015,CAD,1.3014
7/28/2015,AUD,1.3686
7/28/2015,EUR,0.907
7/28/2015,GBP,0.6416
7/29/2015,USD,1
7/29/2015,CAD,1.2955
7/29/2015,AUD,1.3691
7/29/2015,EUR,0.9066
7/29/2015,GBP,0.6394
7/30/2015,USD,1
7/30/2015,CAD,1.298
7/30/2015,AUD,1.3752
7/30/2015,EUR,0.9128
7/30/2015,GBP,0.6399
7/31/2015,USD,1
7/31/2015,CAD,1.3048
7/31/2015,AUD,1.3805
7/31/2015,EUR,0.9118
7/31/2015,GBP,0.642
08-01-15,USD,1
08-01-15,CAD,1.3048
08-01-15,AUD,1.3805
08-01-15,EUR,0.9118
08-01-15,GBP,0.642
08-02-15,USD,1
08-02-15,CAD,1.3048
08-02-15,AUD,1.3805
08-02-15,EUR,0.9118
08-02-15,GBP,0.642
08-03-15,USD,1
08-03-15,CAD,1.3153
08-03-15,AUD,1.3762
08-03-15,EUR,0.9132
08-03-15,GBP,0.6418
08-04-15,USD,1
08-04-15,CAD,1.313
08-04-15,AUD,1.3516
08-04-15,EUR,0.9113
08-04-15,GBP,0.6404
08-05-15,USD,1
08-05-15,CAD,1.3171
08-05-15,AUD,1.3558
08-05-15,EUR,0.9189
08-05-15,GBP,0.6398
08-06-15,USD,1
08-06-15,CAD,1.3168
08-06-15,AUD,1.3642
08-06-15,EUR,0.9187
08-06-15,GBP,0.6444
08-07-15,USD,1
08-07-15,CAD,1.3082
08-07-15,AUD,1.3535
08-07-15,EUR,0.914
08-07-15,GBP,0.6445
08-08-15,USD,1
08-08-15,CAD,1.3082
08-08-15,AUD,1.3535
08-08-15,EUR,0.914
08-08-15,GBP,0.6445
08-09-15,USD,1
08-09-15,CAD,1.3082
08-09-15,AUD,1.3535
08-09-15,EUR,0.914
08-09-15,GBP,0.6445
08-10-15,USD,1
08-10-15,CAD,1.3131
08-10-15,AUD,1.358
08-10-15,EUR,0.9124
08-10-15,GBP,0.6452
08-11-15,USD,1
08-11-15,CAD,1.3075
08-11-15,AUD,1.3652
08-11-15,EUR,0.9046
08-11-15,GBP,0.6412
08-12-15,USD,1
08-12-15,CAD,1.2969
08-12-15,AUD,1.3562
08-12-15,EUR,0.8965
08-12-15,GBP,0.6409
8/13/2015,USD,1
8/13/2015,CAD,1.3012
8/13/2015,AUD,1.3611
8/13/2015,EUR,0.9002
8/13/2015,GBP,0.6397
8/14/2015,USD,1
8/14/2015,CAD,1.3044
8/14/2015,AUD,1.3537
8/14/2015,EUR,0.8952
8/14/2015,GBP,0.6396
8/15/2015,USD,1
8/15/2015,CAD,1.3044
8/15/2015,AUD,1.3537
8/15/2015,EUR,0.8952
8/15/2015,GBP,0.6396
8/16/2015,USD,1
8/16/2015,CAD,1.3044
8/16/2015,AUD,1.3537
8/16/2015,EUR,0.8952
8/16/2015,GBP,0.6396
8/17/2015,USD,1
8/17/2015,CAD,1.3136
8/17/2015,AUD,1.36
8/17/2015,EUR,0.9009
8/17/2015,GBP,0.6401
8/18/2015,USD,1
8/18/2015,CAD,1.3105
8/18/2015,AUD,1.3621
8/18/2015,EUR,0.9042
8/18/2015,GBP,0.6367
8/19/2015,USD,1
8/19/2015,CAD,1.307
8/19/2015,AUD,1.3609
8/19/2015,EUR,0.9057
8/19/2015,GBP,0.6384
8/20/2015,USD,1
8/20/2015,CAD,1.3126
8/20/2015,AUD,1.367
8/20/2015,EUR,0.8942
8/20/2015,GBP,0.6383
8/21/2015,USD,1
8/21/2015,CAD,1.3108
8/21/2015,AUD,1.3637
8/21/2015,EUR,0.8864
8/21/2015,GBP,0.6381
8/22/2015,USD,1
8/22/2015,CAD,1.3108
8/22/2015,AUD,1.3637
8/22/2015,EUR,0.8864
8/22/2015,GBP,0.6381
8/23/2015,USD,1
8/23/2015,CAD,1.3108
8/23/2015,AUD,1.3637
8/23/2015,EUR,0.8864
8/23/2015,GBP,0.6381
8/24/2015,USD,1
8/24/2015,CAD,1.3252
8/24/2015,AUD,1.3832
8/24/2015,EUR,0.8698
8/24/2015,GBP,0.6351
8/25/2015,USD,1
8/25/2015,CAD,1.3194
8/25/2015,AUD,1.3851
8/25/2015,EUR,0.8691
8/25/2015,GBP,0.6336
8/26/2015,USD,1
8/26/2015,CAD,1.3265
8/26/2015,AUD,1.4
8/26/2015,EUR,0.877
8/26/2015,GBP,0.6415
8/27/2015,USD,1
8/27/2015,CAD,1.3226
8/27/2015,AUD,1.3993
8/27/2015,EUR,0.8862
8/27/2015,GBP,0.648
8/28/2015,USD,1
8/28/2015,CAD,1.3271
8/28/2015,AUD,1.4012
8/28/2015,EUR,0.8875
8/28/2015,GBP,0.6497
8/29/2015,USD,1
8/29/2015,CAD,1.3271
8/29/2015,AUD,1.4012
8/29/2015,EUR,0.8875
8/29/2015,GBP,0.6497
8/30/2015,USD,1
8/30/2015,CAD,1.3271
8/30/2015,AUD,1.4012
8/30/2015,EUR,0.8875
8/30/2015,GBP,0.6497
8/31/2015,USD,1
8/31/2015,CAD,1.3253
8/31/2015,AUD,1.4046
8/31/2015,EUR,0.8917
8/31/2015,GBP,0.6487
09-01-15,USD,1
09-01-15,CAD,1.3222
09-01-15,AUD,1.4201
09-01-15,EUR,0.89
09-01-15,GBP,0.6522
09-02-15,USD,1
09-02-15,CAD,1.3255
09-02-15,AUD,1.427
09-02-15,EUR,0.8885
09-02-15,GBP,0.6547
09-03-15,USD,1
09-03-15,CAD,1.3263
09-03-15,AUD,1.428
09-03-15,EUR,0.8906
09-03-15,GBP,0.6541
09-04-15,USD,1
09-04-15,CAD,1.323
09-04-15,AUD,1.4319
09-04-15,EUR,0.8978
09-04-15,GBP,0.6568
09-05-15,USD,1
09-05-15,CAD,1.323
09-05-15,AUD,1.4319
09-05-15,EUR,0.8978
09-05-15,GBP,0.6568
09-06-15,USD,1
09-06-15,CAD,1.323
09-06-15,AUD,1.4319
09-06-15,EUR,0.8978
09-06-15,GBP,0.6568
09-07-15,USD,1
09-07-15,CAD,1.328
09-07-15,AUD,1.4411
09-07-15,EUR,0.8972
09-07-15,GBP,0.6553
09-08-15,USD,1
09-08-15,CAD,1.3221
09-08-15,AUD,1.4313
09-08-15,EUR,0.8959
09-08-15,GBP,0.649
09-09-15,USD,1
09-09-15,CAD,1.3248
09-09-15,AUD,1.4238
09-09-15,EUR,0.8977
09-09-15,GBP,0.651
09-10-15,USD,1
09-10-15,CAD,1.3252
09-10-15,AUD,1.4154
09-10-15,EUR,0.8941
09-10-15,GBP,0.6496
09-11-15,USD,1
09-11-15,CAD,1.3263
09-11-15,AUD,1.416
09-11-15,EUR,0.8875
09-11-15,GBP,0.6484
09-12-15,USD,1
09-12-15,CAD,1.3263
09-12-15,AUD,1.416
09-12-15,EUR,0.8875
09-12-15,GBP,0.6484
9/13/2015,USD,1
9/13/2015,CAD,1.3263
9/13/2015,AUD,1.416
9/13/2015,EUR,0.8875
9/13/2015,GBP,0.6484
9/14/2015,USD,1
9/14/2015,CAD,1.3253
9/14/2015,AUD,1.4042
9/14/2015,EUR,0.8846
9/14/2015,GBP,0.6487
9/15/2015,USD,1
9/15/2015,CAD,1.3237
9/15/2015,AUD,1.4033
9/15/2015,EUR,0.8834
9/15/2015,GBP,0.6489
9/16/2015,USD,1
9/16/2015,CAD,1.325
9/16/2015,AUD,1.3962
9/16/2015,EUR,0.8906
9/16/2015,GBP,0.6472
9/17/2015,USD,1
9/17/2015,CAD,1.3194
9/17/2015,AUD,1.3946
9/17/2015,EUR,0.884
9/17/2015,GBP,0.6441
9/18/2015,USD,1
9/18/2015,CAD,1.3027
9/18/2015,AUD,1.3757
9/18/2015,EUR,0.8757
9/18/2015,GBP,0.6391
9/19/2015,USD,1
9/19/2015,CAD,1.3027
9/19/2015,AUD,1.3757
9/19/2015,EUR,0.8757
9/19/2015,GBP,0.6391
9/20/2015,USD,1
9/20/2015,CAD,1.3027
9/20/2015,AUD,1.3757
9/20/2015,EUR,0.8757
9/20/2015,GBP,0.6391
9/21/2015,USD,1
9/21/2015,CAD,1.3183
9/21/2015,AUD,1.3949
9/21/2015,EUR,0.8889
9/21/2015,GBP,0.6438
9/22/2015,USD,1
9/22/2015,CAD,1.3271
9/22/2015,AUD,1.4103
9/22/2015,EUR,0.8965
9/22/2015,GBP,0.6475
9/23/2015,USD,1
9/23/2015,CAD,1.3265
9/23/2015,AUD,1.4182
9/23/2015,EUR,0.8969
9/23/2015,GBP,0.6544
9/24/2015,USD,1
9/24/2015,CAD,1.3379
9/24/2015,AUD,1.4364
9/24/2015,EUR,0.8896
9/24/2015,GBP,0.6571
9/25/2015,USD,1
9/25/2015,CAD,1.3313
9/25/2015,AUD,1.4254
9/25/2015,EUR,0.8968
9/25/2015,GBP,0.6589
9/26/2015,USD,1
9/26/2015,CAD,1.3313
9/26/2015,AUD,1.4254
9/26/2015,EUR,0.8968
9/26/2015,GBP,0.6589
9/27/2015,USD,1
9/27/2015,CAD,1.3313
9/27/2015,AUD,1.4254
9/27/2015,EUR,0.8968
9/27/2015,GBP,0.6589
9/28/2015,USD,1
9/28/2015,CAD,1.3358
9/28/2015,AUD,1.4295
9/28/2015,EUR,0.8953
9/28/2015,GBP,0.6582
9/29/2015,USD,1
9/29/2015,CAD,1.3388
9/29/2015,AUD,1.4289
9/29/2015,EUR,0.8925
9/29/2015,GBP,0.6597
9/30/2015,USD,1
9/30/2015,CAD,1.342
9/30/2015,AUD,1.4227
9/30/2015,EUR,0.8926
9/30/2015,GBP,0.6592
10-01-15,USD,1
10-01-15,CAD,1.3269
10-01-15,AUD,1.4146
10-01-15,EUR,0.8966
10-01-15,GBP,0.6605
10-02-15,USD,1
10-02-15,CAD,1.3239
10-02-15,AUD,1.422
10-02-15,EUR,0.8961
10-02-15,GBP,0.6593
10-03-15,USD,1
10-03-15,CAD,1.3239
10-03-15,AUD,1.422
10-03-15,EUR,0.8961
10-03-15,GBP,0.6593
10-04-15,USD,1
10-04-15,CAD,1.3239
10-04-15,AUD,1.422
10-04-15,EUR,0.8961
10-04-15,GBP,0.6593
10-05-15,USD,1
10-05-15,CAD,1.3114
10-05-15,AUD,1.4109
10-05-15,EUR,0.89
10-05-15,GBP,0.6588
10-06-15,USD,1
10-06-15,CAD,1.3098
10-06-15,AUD,1.406
10-06-15,EUR,0.8909
10-06-15,GBP,0.6592
10-07-15,USD,1
10-07-15,CAD,1.3003
10-07-15,AUD,1.3835
10-07-15,EUR,0.8876
10-07-15,GBP,0.6531
10-08-15,USD,1
10-08-15,CAD,1.3047
10-08-15,AUD,1.3919
10-08-15,EUR,0.8886
10-08-15,GBP,0.6545
10-09-15,USD,1
10-09-15,CAD,1.2936
10-09-15,AUD,1.3644
10-09-15,EUR,0.8801
10-09-15,GBP,0.6519
10-10-15,USD,1
10-10-15,CAD,1.2936
10-10-15,AUD,1.3644
10-10-15,EUR,0.8801
10-10-15,GBP,0.6519
10-11-15,USD,1
10-11-15,CAD,1.2936
10-11-15,AUD,1.3644
10-11-15,EUR,0.8801
10-11-15,GBP,0.6519
10-12-15,USD,1
10-12-15,CAD,1.2927
10-12-15,AUD,1.3566
10-12-15,EUR,0.8793
10-12-15,GBP,0.6508
10/13/2015,USD,1
10/13/2015,CAD,1.3047
10/13/2015,AUD,1.3702
10/13/2015,EUR,0.8792
10/13/2015,GBP,0.6576
10/14/2015,USD,1
10/14/2015,CAD,1.2985
10/14/2015,AUD,1.3779
10/14/2015,EUR,0.8764
10/14/2015,GBP,0.6501
10/15/2015,USD,1
10/15/2015,CAD,1.29
10/15/2015,AUD,1.3648
10/15/2015,EUR,0.8742
10/15/2015,GBP,0.6466
10/16/2015,USD,1
10/16/2015,CAD,1.2927
10/16/2015,AUD,1.378
10/16/2015,EUR,0.8803
10/16/2015,GBP,0.6475
10/17/2015,USD,1
10/17/2015,CAD,1.2927
10/17/2015,AUD,1.378
10/17/2015,EUR,0.8803
10/17/2015,GBP,0.6475
10/18/2015,USD,1
10/18/2015,CAD,1.2927
10/18/2015,AUD,1.378
10/18/2015,EUR,0.8803
10/18/2015,GBP,0.6475
10/19/2015,USD,1
10/19/2015,CAD,1.2945
10/19/2015,AUD,1.3748
10/19/2015,EUR,0.8824
10/19/2015,GBP,0.6456
10/20/2015,USD,1
10/20/2015,CAD,1.3003
10/20/2015,AUD,1.3727
10/20/2015,EUR,0.8793
10/20/2015,GBP,0.6464
10/21/2015,USD,1
10/21/2015,CAD,1.3003
10/21/2015,AUD,1.3834
10/21/2015,EUR,0.8807
10/21/2015,GBP,0.6473
10/22/2015,USD,1
10/22/2015,CAD,1.3124
10/22/2015,AUD,1.3871
10/22/2015,EUR,0.8839
10/22/2015,GBP,0.6465
10/23/2015,USD,1
10/23/2015,CAD,1.3067
10/23/2015,AUD,1.3759
10/23/2015,EUR,0.9022
10/23/2015,GBP,0.6492
10/24/2015,USD,1
10/24/2015,CAD,1.3067
10/24/2015,AUD,1.3759
10/24/2015,EUR,0.9022
10/24/2015,GBP,0.6492
10/25/2015,USD,1
10/25/2015,CAD,1.3067
10/25/2015,AUD,1.3759
10/25/2015,EUR,0.9022
10/25/2015,GBP,0.6492
10/26/2015,USD,1
10/26/2015,CAD,1.3152
10/26/2015,AUD,1.3788
10/26/2015,EUR,0.9082
10/26/2015,GBP,0.6524
10/27/2015,USD,1
10/27/2015,CAD,1.3219
10/27/2015,AUD,1.3831
10/27/2015,EUR,0.9041
10/27/2015,GBP,0.6522
10/28/2015,USD,1
10/28/2015,CAD,1.321
10/28/2015,AUD,1.4018
10/28/2015,EUR,0.9021
10/28/2015,GBP,0.6539
10/29/2015,USD,1
10/29/2015,CAD,1.3185
10/29/2015,AUD,1.4132
10/29/2015,EUR,0.9149
10/29/2015,GBP,0.6557
10/30/2015,USD,1
10/30/2015,CAD,1.3175
10/30/2015,AUD,1.4109
10/30/2015,EUR,0.9077
10/30/2015,GBP,0.6519
10/31/2015,USD,1
10/31/2015,CAD,1.3175
10/31/2015,AUD,1.4109
10/31/2015,EUR,0.9077
10/31/2015,GBP,0.6519
11-01-15,USD,1
11-01-15,CAD,1.3175
11-01-15,AUD,1.4109
11-01-15,EUR,0.9077
11-01-15,GBP,0.6519
11-02-15,USD,1
11-02-15,CAD,1.3098
11-02-15,AUD,1.4011
11-02-15,EUR,0.9065
11-02-15,GBP,0.6465
11-03-15,USD,1
11-03-15,CAD,1.3125
11-03-15,AUD,1.394
11-03-15,EUR,0.9111
11-03-15,GBP,0.6497
11-04-15,USD,1
11-04-15,CAD,1.307
11-04-15,AUD,1.3909
11-04-15,EUR,0.9145
11-04-15,GBP,0.6487
11-05-15,USD,1
11-05-15,CAD,1.3158
11-05-15,AUD,1.3997
11-05-15,EUR,0.9189
11-05-15,GBP,0.6548
11-06-15,USD,1
11-06-15,CAD,1.3201
11-06-15,AUD,1.3995
11-06-15,EUR,0.9205
11-06-15,GBP,0.6606
11-07-15,USD,1
11-07-15,CAD,1.3201
11-07-15,AUD,1.3995
11-07-15,EUR,0.9205
11-07-15,GBP,0.6606
11-08-15,USD,1
11-08-15,CAD,1.3201
11-08-15,AUD,1.3995
11-08-15,EUR,0.9205
11-08-15,GBP,0.6606
11-09-15,USD,1
11-09-15,CAD,1.3256
11-09-15,AUD,1.4164
11-09-15,EUR,0.928
11-09-15,GBP,0.6627
11-10-15,USD,1
11-10-15,CAD,1.3261
11-10-15,AUD,1.4181
11-10-15,EUR,0.9336
11-10-15,GBP,0.6614
11-11-15,USD,1
11-11-15,CAD,1.3263
11-11-15,AUD,1.4169
11-11-15,EUR,0.9332
11-11-15,GBP,0.6588
11-12-15,USD,1
11-12-15,CAD,1.3326
11-12-15,AUD,1.4053
11-12-15,EUR,0.9323
11-12-15,GBP,0.6586
11/13/2015,USD,1
11/13/2015,CAD,1.3305
11/13/2015,AUD,1.4007
11/13/2015,EUR,0.929
11/13/2015,GBP,0.6569
11/14/2015,USD,1
11/14/2015,CAD,1.3305
11/14/2015,AUD,1.4007
11/14/2015,EUR,0.929
11/14/2015,GBP,0.6569
11/15/2015,USD,1
11/15/2015,CAD,1.3305
11/15/2015,AUD,1.4007
11/15/2015,EUR,0.929
11/15/2015,GBP,0.6569
11/16/2015,USD,1
11/16/2015,CAD,1.3329
11/16/2015,AUD,1.4091
11/16/2015,EUR,0.9326
11/16/2015,GBP,0.6582
11/17/2015,USD,1
11/17/2015,CAD,1.3308
11/17/2015,AUD,1.4021
11/17/2015,EUR,0.9372
11/17/2015,GBP,0.6576
11/18/2015,USD,1
11/18/2015,CAD,1.3335
11/18/2015,AUD,1.409
11/18/2015,EUR,0.9376
11/18/2015,GBP,0.6571
11/19/2015,USD,1
11/19/2015,CAD,1.329
11/19/2015,AUD,1.3966
11/19/2015,EUR,0.9357
11/19/2015,GBP,0.6548
11/20/2015,USD,1
11/20/2015,CAD,1.3313
11/20/2015,AUD,1.3871
11/20/2015,EUR,0.9356
11/20/2015,GBP,0.6559
11/21/2015,USD,1
11/21/2015,CAD,1.3313
11/21/2015,AUD,1.3871
11/21/2015,EUR,0.9356
11/21/2015,GBP,0.6559
11/22/2015,USD,1
11/22/2015,CAD,1.3313
11/22/2015,AUD,1.3871
11/22/2015,EUR,0.9356
11/22/2015,GBP,0.6559
11/23/2015,USD,1
11/23/2015,CAD,1.3378
11/23/2015,AUD,1.3915
11/23/2015,EUR,0.9406
11/23/2015,GBP,0.6608
11/24/2015,USD,1
11/24/2015,CAD,1.3359
11/24/2015,AUD,1.3861
11/24/2015,EUR,0.9389
11/24/2015,GBP,0.663
11/25/2015,USD,1
11/25/2015,CAD,1.3327
11/25/2015,AUD,1.3793
11/25/2015,EUR,0.9446
11/25/2015,GBP,0.6629
11/26/2015,USD,1
11/26/2015,CAD,1.3305
11/26/2015,AUD,1.3838
11/26/2015,EUR,0.9423
11/26/2015,GBP,0.6623
11/27/2015,USD,1
11/27/2015,CAD,1.3347
11/27/2015,AUD,1.3884
11/27/2015,EUR,0.9452
11/27/2015,GBP,0.6644
11/28/2015,USD,1
11/28/2015,CAD,1.3347
11/28/2015,AUD,1.3884
11/28/2015,EUR,0.9452
11/28/2015,GBP,0.6644
11/29/2015,USD,1
11/29/2015,CAD,1.3347
11/29/2015,AUD,1.3884
11/29/2015,EUR,0.9452
11/29/2015,GBP,0.6644
11/30/2015,USD,1
11/30/2015,CAD,1.3369
11/30/2015,AUD,1.3868
11/30/2015,EUR,0.9453
11/30/2015,GBP,0.6662
12-01-15,USD,1
12-01-15,CAD,1.3319
12-01-15,AUD,1.3717
12-01-15,EUR,0.9434
12-01-15,GBP,0.6638
12-02-15,USD,1
12-02-15,CAD,1.3385
12-02-15,AUD,1.3653
12-02-15,EUR,0.9423
12-02-15,GBP,0.6652
12-03-15,USD,1
12-03-15,CAD,1.3319
12-03-15,AUD,1.3635
12-03-15,EUR,0.9371
12-03-15,GBP,0.6674
12-04-15,USD,1
12-04-15,CAD,1.3337
12-04-15,AUD,1.3666
12-04-15,EUR,0.9173
12-04-15,GBP,0.6605
12-05-15,USD,1
12-05-15,CAD,1.3337
12-05-15,AUD,1.3666
12-05-15,EUR,0.9173
12-05-15,GBP,0.6605
12-06-15,USD,1
12-06-15,CAD,1.3337
12-06-15,AUD,1.3666
12-06-15,EUR,0.9173
12-06-15,GBP,0.6605
12-07-15,USD,1
12-07-15,CAD,1.3461
12-07-15,AUD,1.3738
12-07-15,EUR,0.9252
12-07-15,GBP,0.664
12-08-15,USD,1
12-08-15,CAD,1.3603
12-08-15,AUD,1.3884
12-08-15,EUR,0.9195
12-08-15,GBP,0.6686
12-09-15,USD,1
12-09-15,CAD,1.357
12-09-15,AUD,1.3876
12-09-15,EUR,0.914
12-09-15,GBP,0.6627
12-10-15,USD,1
12-10-15,CAD,1.354
12-10-15,AUD,1.3707
12-10-15,EUR,0.9138
12-10-15,GBP,0.6612
12-11-15,USD,1
12-11-15,CAD,1.3664
12-11-15,AUD,1.3863
12-11-15,EUR,0.9132
12-11-15,GBP,0.6597
12-12-15,USD,1
12-12-15,CAD,1.3664
12-12-15,AUD,1.3863
12-12-15,EUR,0.9132
12-12-15,GBP,0.6597
12/13/2015,USD,1
12/13/2015,CAD,1.3664
12/13/2015,AUD,1.3863
12/13/2015,EUR,0.9132
12/13/2015,GBP,0.6597
12/14/2015,USD,1
12/14/2015,CAD,1.3754
12/14/2015,AUD,1.3868
12/14/2015,EUR,0.9105
12/14/2015,GBP,0.661
12/15/2015,USD,1
12/15/2015,CAD,1.3712
12/15/2015,AUD,1.3831
12/15/2015,EUR,0.9099
12/15/2015,GBP,0.6599
12/16/2015,USD,1
12/16/2015,CAD,1.3766
12/16/2015,AUD,1.389
12/16/2015,EUR,0.9147
12/16/2015,GBP,0.6661
12/17/2015,USD,1
12/17/2015,CAD,1.3832
12/17/2015,AUD,1.3926
12/17/2015,EUR,0.9224
12/17/2015,GBP,0.6702
12/18/2015,USD,1
12/18/2015,CAD,1.3956
12/18/2015,AUD,1.4033
12/18/2015,EUR,0.9228
12/18/2015,GBP,0.6706
12/19/2015,USD,1
12/19/2015,CAD,1.3956
12/19/2015,AUD,1.4033
12/19/2015,EUR,0.9228
12/19/2015,GBP,0.6706
12/20/2015,USD,1
12/20/2015,CAD,1.3956
12/20/2015,AUD,1.4033
12/20/2015,EUR,0.9228
12/20/2015,GBP,0.6706
12/21/2015,USD,1
12/21/2015,CAD,1.3955
12/21/2015,AUD,1.3954
12/21/2015,EUR,0.92
12/21/2015,GBP,0.6714
12/22/2015,USD,1
12/22/2015,CAD,1.3917
12/22/2015,AUD,1.3796
12/22/2015,EUR,0.9131
12/22/2015,GBP,0.6722
12/23/2015,USD,1
12/23/2015,CAD,1.3903
12/23/2015,AUD,1.3847
12/23/2015,EUR,0.9161
12/23/2015,GBP,0.6715
12/24/2015,USD,1
12/24/2015,CAD,1.387
12/24/2015,AUD,1.377
12/24/2015,EUR,0.9135
12/24/2015,GBP,0.6707
12/25/2015,USD,1
12/25/2015,CAD,1.387
12/25/2015,AUD,1.377
12/25/2015,EUR,0.9135
12/25/2015,GBP,0.6707
12/26/2015,USD,1
12/26/2015,CAD,1.387
12/26/2015,AUD,1.377
12/26/2015,EUR,0.9135
12/26/2015,GBP,0.6707
12/27/2015,USD,1
12/27/2015,CAD,1.387
12/27/2015,AUD,1.377
12/27/2015,EUR,0.9135
12/27/2015,GBP,0.6707
12/28/2015,USD,1
12/28/2015,CAD,1.3872
12/28/2015,AUD,1.3765
12/28/2015,EUR,0.9122
12/28/2015,GBP,0.6708
12/29/2015,USD,1
12/29/2015,CAD,1.3916
12/29/2015,AUD,1.3747
12/29/2015,EUR,0.9131
12/29/2015,GBP,0.6757
12/30/2015,USD,1
12/30/2015,CAD,1.3885
12/30/2015,AUD,1.372
12/30/2015,EUR,0.9152
12/30/2015,GBP,0.6754
12/31/2015,USD,1
12/31/2015,CAD,1.3884
12/31/2015,AUD,1.3683
12/31/2015,EUR,0.9185
12/31/2015,GBP,0.6742
01-01-16,USD,1
01-01-16,CAD,1.3884
01-01-16,AUD,1.3683
01-01-16,EUR,0.9185
01-01-16,GBP,0.6742
01-02-16,USD,1
01-02-16,CAD,1.3884
01-02-16,AUD,1.3683
01-02-16,EUR,0.9185
01-02-16,GBP,0.6742
01-03-16,USD,1
01-03-16,CAD,1.3884
01-03-16,AUD,1.3683
01-03-16,EUR,0.9185
01-03-16,GBP,0.6742
01-04-16,USD,1
01-04-16,CAD,1.3922
01-04-16,AUD,1.3904
01-04-16,EUR,0.9176
01-04-16,GBP,0.6773
01-05-16,USD,1
01-05-16,CAD,1.3936
01-05-16,AUD,1.3942
01-05-16,EUR,0.9306
01-05-16,GBP,0.6815
01-06-16,USD,1
01-06-16,CAD,1.4091
01-06-16,AUD,1.4138
01-06-16,EUR,0.9309
01-06-16,GBP,0.6837
01-07-16,USD,1
01-07-16,CAD,1.4133
01-07-16,AUD,1.4308
01-07-16,EUR,0.9201
01-07-16,GBP,0.6859
01-08-16,USD,1
01-08-16,CAD,1.4106
01-08-16,AUD,1.4267
01-08-16,EUR,0.9207
01-08-16,GBP,0.6861
01-09-16,USD,1
01-09-16,CAD,1.4106
01-09-16,AUD,1.4267
01-09-16,EUR,0.9207
01-09-16,GBP,0.6861
01-10-16,USD,1
01-10-16,CAD,1.4106
01-10-16,AUD,1.4267
01-10-16,EUR,0.9207
01-10-16,GBP,0.6861
01-11-16,USD,1
01-11-16,CAD,1.4085
01-11-16,AUD,1.4251
01-11-16,EUR,0.9184
01-11-16,GBP,0.6861
01-12-16,USD,1
01-12-16,CAD,1.4184
01-12-16,AUD,1.4267
01-12-16,EUR,0.9228
01-12-16,GBP,0.6929
1/13/2016,USD,1
1/13/2016,CAD,1.4221
1/13/2016,AUD,1.425
1/13/2016,EUR,0.9246
1/13/2016,GBP,0.6936
1/14/2016,USD,1
1/14/2016,CAD,1.4364
1/14/2016,AUD,1.4408
1/14/2016,EUR,0.918
1/14/2016,GBP,0.695
1/15/2016,USD,1
1/15/2016,CAD,1.4522
1/15/2016,AUD,1.4564
1/15/2016,EUR,0.9163
1/15/2016,GBP,0.6977
